"Clave"	"Nombre.x"	"X1994.Consultas.por.médico"	"X1994.Consultas.por.unidad.médica"	"X1994.Médicos.por.unidad.médica"	"X1995.Consultas.por.médico"	"X1995.Consultas.por.unidad.médica"	"X1995.Médicos.por.unidad.médica"	"X1996.Consultas.por.médico"	"X1996.Consultas.por.unidad.médica"	"X1996.Médicos.por.unidad.médica"	"X1997.Consultas.por.médico"	"X1997.Consultas.por.unidad.médica"	"X1997.Médicos.por.unidad.médica"	"X1998.Consultas.por.médico"	"X1998.Consultas.por.unidad.médica"	"X1998.Médicos.por.unidad.médica"	"X1999.Consultas.por.médico"	"X1999..Consultas.por.unidad.médica"	"X1999.Médicos.por.unidad.médica"	"X2000.Consultas.por.médico"	"X2000.Consultas.por.unidad.médica"	"X2000.Médicos.por.unidad.médica"	"X2001.Consultas.por.médico"	"X2001.Consultas.por.unidad.médica"	"X2001.Médicos.por.unidad.médica"	"X2002.Consultas.por.médico"	"X2002.Consultas.por.unidad.médica"	"X2002.Médicos.por.unidad.médica"	"X2003.Consultas.por.médico"	"X2003.Consultas.por.unidad.médica"	"X2003.Médicos.por.unidad.médica"	"X2004.Consultas.por.médico"	"X2004.Consultas.por.unidad.médica"	"X2004.Médicos.por.unidad.médica"	"X2005.Consultas.por.médico"	"X2005.Consultas.por.unidad.médica"	"X2005.Médicos.por.unidad.médica"	"X2006.Consultas.por.médico"	"X2006.Consultas.por.unidad.médica"	"X2006.Médicos.por.unidad.médica"	"X2007.Consultas.por.médico"	"X2007.Consultas.por.unidad.médica"	"X2007.Médicos.por.unidad.médica"	"X2008.Consultas.por.médico"	"X2008.Consultas.por.unidad.médica"	"X2008.Médicos.por.unidad.médica"	"X2009.Consultas.por.médico"	"X2009.Consultas.por.unidad.médica"	"X2009.Médicos.por.unidad.médica"	"X2010.Consultas.por.médico"	"X2010.Consultas.por.unidad.médica"	"X2010.Médicos.por.unidad.médica"
"1052"	20054	"Magdalena Zahuatlán"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	380	1	1378	1378	1	1750	1750	1	1584	1584	1	1361	1361	1	1124	1124	1	1918	1918	1	1720	1720	1
"1053"	20055	"Mariscala de Juárez"	NA	NA	2.5	NA	NA	2	NA	NA	2.5	NA	NA	3	NA	NA	3	1559.6	3899	2.5	1789.2	4473	2.5	1756.8	4392	2.5	1783	4457.5	2.5	1782.8	4457	2.5	1835.3	3670.5	2	1476.4	3691	2.5	1709.2	4273	2.5	1596.5	3193	2	1312.2	3280.5	2.5	1415.6	3539	2.5	1376	8256	6
"1054"	20056	"Mártires de Tacubaya"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2770	2770	1	2417	2417	1	1114.5	2229	2	1458	2916	2	1189	2378	2	1194	2388	2	1212	2424	2	868.5	1737	2	1093	2186	2	2292	2292	1	1596	4788	3	1693.3	5080	3
"1055"	20057	"Matías Romero Avendaño"	NA	NA	3.8	NA	NA	4.4	NA	NA	5.1	NA	NA	5.3	NA	NA	6.6	1995.3	11722.1	5.9	2504.8	12802.3	5.1	2675.2	12305.9	4.6	2561	11780.4	4.6	2542.5	11441.4	4.5	2362	10392.6	4.4	2294	11240.6	4.9	2365.8	12065.5	5.1	2521.1	11688.5	4.6	2646	11305.6	4.3	2779.7	14454.6	5.2	1961.2	15471.8	7.9
"1056"	20058	"Mazatlán Villa de Flores"	NA	NA	0.8	NA	NA	1	NA	NA	0.8	NA	NA	1.2	NA	NA	1	2764.2	3317	1.2	2061.3	2319	1.1	2713.5	2412	0.9	2783.6	2474.3	0.9	2677.2	2677.2	1	2499.6	2221.9	0.9	2348.7	2609.7	1.1	2466.4	2740.4	1.1	2218.8	2465.3	1.1	2322.6	3096.8	1.3	2212.8	3319.2	1.5	2181.3	2974.5	1.4
"1057"	20059	"Miahuatlán de Porfirio Díaz"	NA	NA	6	NA	NA	6	NA	NA	5.5	NA	NA	4.2	NA	NA	5	2475.5	13615	5.5	2388.3	12538.8	5.3	2471.7	13594.3	5.5	1951.7	10246.5	5.3	1842.5	9673	5.3	2792.1	14658.8	5.3	2149	12894	6	2667.8	16006.8	6	2470.4	14822.3	6	2500.5	15002.8	6	2563.1	15378.5	6	1525.6	17544	11.5
"1058"	20060	"Mixistlán de la Reforma"	NA	NA	0.5	NA	NA	0.5	NA	NA	0.5	NA	NA	0.5	NA	NA	0.5	2164	2164	1	2511.5	2511.5	1	2603.5	2603.5	1	2535.5	2535.5	1	1974.7	2962	1.5	2216	3324	1.5	2167	3250.5	1.5	2125	3187.5	1.5	3116.5	3116.5	1	3330.5	3330.5	1	4488.5	4488.5	1	4355	4355	1
"1059"	20061	"Monjas"	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	1	2169	2169	1	1512	1512	1	1082	1082	1	2815	2815	1	3119	3119	1	3423.5	3423.5	1	2515.7	3773.5	1.5	2964	4446	1.5	2756.7	4135	1.5	2878	5756	2	2617.8	5235.5	2	2493.2	6233	2.5
"1060"	20062	"Natividad"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1110.5	2221	2	1099	2198	2	1133	2266	2	1533	3066	2	1325	3975	3	1422.5	2845	2	1300	2600	2	1349	2698	2	1080	2160	2	1435.5	2871	2	1628.5	3257	2	1147	2294	2
"1061"	20063	"Nazareno Etla"	0	0	0	0	0	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2627	2627	1	2297	4594	2	2727	5454	2	2840.5	5681	2	7573	7573	1	7833	7833	1	2295.3	9181	4
"1062"	20064	"Nejapa de Madero"	NA	NA	2.3	NA	NA	2.7	NA	NA	2.3	NA	NA	2.3	NA	NA	2.5	1832.6	3665.2	2	2034.9	3662.8	1.8	1790.7	4297.6	2.4	1722.6	4134.2	2.4	2210.9	4421.8	2	2100.7	4201.4	2	2253.5	4507	2	2103.7	4207.4	2	2395.6	4312	1.8	2840.5	4544.8	1.6	1909.5	4201	2.2	1899.1	7596.4	4
"1063"	20065	"Ixpantepec Nieves"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1142	1142	1	1050	1050	1	1220	1220	1	1164	1164	1	1324	1324	1	1853	1853	1	2106	2106	1	1988	1988	1	2402	2402	1	3197	3197	1	3007	3007	1	2836	2836	1
"1064"	20066	"Santiago Niltepec"	NA	NA	0.5	NA	NA	0.5	NA	NA	1	NA	NA	0	NA	NA	1	5507	3671.3	0.7	4529.3	4529.3	1	3960.5	5280.7	1.3	3158.3	4211	1.3	2000	3333.3	1.7	2429.4	4049	1.7	2731	4551.7	1.7	2777.4	4629	1.7	3259.3	4345.7	1.3	2915.8	3887.7	1.3	2043.8	2725	1.3	1892.8	2523.7	1.3
"1065"	20067	"Oaxaca de Juárez"	NA	NA	18.7	NA	NA	20.2	NA	NA	19.8	NA	NA	28	NA	NA	55.2	1189.4	71998.3	60.5	1326	69033.3	52.1	1387.4	69368.5	50	1277.5	38828.3	30.4	1034.1	38263.4	37	1052.5	36023.1	34.2	1022.6	36749.7	35.9	869	31488.1	36.2	898.8	35953.8	40	950.6	38023.4	40	1076.9	37279.7	34.6	1003.8	38294.9	38.2
"1066"	20068	"Ocotlán de Morelos"	NA	NA	3.3	NA	NA	3.7	NA	NA	3	NA	NA	2.3	NA	NA	2.8	2051.8	4924.2	2.4	2332.4	6997.3	3	2272.3	8331.7	3.7	2565	9405	3.7	2849.4	9498	3.3	2611.4	9575	3.7	2949.9	10816.3	3.7	3018.7	11068.7	3.7	3452.6	13810.3	4	4843.7	16145.7	3.3	4962.4	16541.3	3.3	3852.8	10017.2	2.6
"1067"	20069	"La Pe"	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	0	1391	0	NA	1917	0	3366	3366	1	3443	3443	1	3929	3929	1	4389	4389	1	4472	4472	1	4547	4547	1	4392	4392	1	5805	5805	1	5930	5930	1	5846	5846	1
"1068"	20070	"Pinotepa de Don Luis"	NA	NA	2.5	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	3359.5	3359.5	1	3842	3842	1	4207	4207	1	4260.5	4260.5	1	4664.5	4664.5	1	7456.5	7456.5	1	4730.7	7096	1.5	5943.3	8915	1.5	6343.5	12687	2	5324.5	5324.5	1	5507.5	11015	2	1824.5	10947	6
"1069"	20071	"Pluma Hidalgo"	NA	NA	0.5	NA	NA	0.5	NA	NA	0.5	NA	NA	1	NA	NA	0.5	6040	3020	0.5	5533	2766.5	0.5	2913.5	2913.5	1	2435	2435	1	2528	2528	1	2199.5	2199.5	1	1888	1888	1	1908	1908	1	2052.5	2052.5	1	2584	2584	1	3254	3254	1	2701	2701	1
"1070"	20072	"San José del Progreso"	NA	NA	0	NA	NA	0	NA	NA	0.5	NA	NA	0	NA	NA	0	0	1324	0	NA	1478	0	NA	942	0	NA	2136.5	0	3120.3	4680.5	1.5	5001	5001	1	4615	4615	1	4293.5	4293.5	1	3679	3679	1	4868.5	4868.5	1	4162.7	4162.7	1	2013.1	4697.3	2.3
"1071"	20073	"Putla Villa de Guerrero"	NA	NA	2.9	NA	NA	3.3	NA	NA	2.8	NA	NA	2.7	NA	NA	3.2	1282.9	3677.5	2.9	1364.7	3821.2	2.8	1316.6	3862.1	2.9	1389.3	3982.8	2.9	1294.9	4489.1	3.5	1319.5	4123.4	3.1	1641.4	4719.1	2.9	1530	4320.1	2.8	1666.5	4901.5	2.9	1411.7	5480.9	3.9	1566.2	5712.2	3.6	1380.6	5522.4	4
"1072"	20074	"Santa Catarina Quioquitani"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764	764	1	1222	1222	1	1730	1730	1	1943	1943	1	2208	2208	1	2946	2946	1	2480	2480	1	2327	2327	1
"1073"	20075	"Reforma de Pineda"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2626	2626	1	1825	1825	1	2060	2060	1	1965	1965	1	2249	2249	1	4202	4202	1	2981	2981	1	3352	3352	1	2566	2566	1	2447	2447	1	3373	3373	1	2963	2963	1
"1074"	20076	"La Reforma"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1460	1460	1	2651	2651	1	3240	3240	1	3091	3091	1	3548	3548	1	4411	4411	1	2454.5	2454.5	1	3069.5	3069.5	1	2939.5	2939.5	1	3150.5	3150.5	1	3513	3513	1	2804.5	2804.5	1
"1075"	20077	"Reyes Etla"	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	0	786	0	NA	1108	0	1328	1328	1	1425	1425	1	2156	2156	1	1867	1867	1	1143.3	2286.5	2	1735.3	3470.5	2	2525.7	3788.5	1.5	5817.5	5817.5	1	5048	5048	1	2032.6	5081.5	2.5
"1076"	20078	"Rojas de Cuauhtémoc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2949	2949	1	1684	3368	2	2508.5	5017	2	2371.5	4743	2	1478.5	2957	2	1309.5	2619	2	1562.5	3125	2	855.8	3423	4	4696	4696	1	3628.5	7257	2	3648.5	7297	2
"1077"	20079	"Salina Cruz"	NA	NA	29.6	NA	NA	24.9	NA	NA	22.1	NA	NA	24.2	NA	NA	25.1	1476	37932	25.7	1532.4	39077.3	25.5	1477.5	38562.5	26.1	1436.2	46855.5	32.6	1453.9	31379.8	21.6	1487.6	32106.4	21.6	1592.9	40777.6	25.6	1553.8	33017.7	21.3	1423.5	40854.4	28.7	1347.8	39759.5	29.5	1181.6	36737.3	31.1	1259.6	34237.9	27.2
"1078"	20080	"San Agustín Amatengo"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2031	2031	1	2455	2455	1	1820	1820	1	1736	1736	1	1984	1984	1	4225	4225	1	3660	3660	1	4268	4268	1	3847	3847	1	4231	4231	1	4986	4986	1	4962	4962	1
"1079"	20081	"San Agustín Atenango"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	885	885	1	914	914	1	1096.5	1096.5	1	2055	2055	1	1437	1437	1	1517	1517	1	1858	1858	1	1766.5	1766.5	1	952.3	1904.5	2	1772	1772	1	2613	2613	1	2205.5	2205.5	1
"1080"	20082	"San Agustín Chayuco"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2532	2532	1	2972	2972	1	4600	4600	1	4388	4388	1	5046	5046	1	5615	5615	1	6175	6175	1	5954	5954	1	9383	4691.5	0.5	5208	5208	1	5518	5518	1	4145	4145	1
"1081"	20083	"San Agustín de las Juntas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	0	1288	1288	1	2509	2509	1	1383.5	5534	4	1421.8	5687	4	1461.8	5847	4	962.8	3851	4	1785.3	5356	3	1678.5	6714	4	2945.3	11781	4	1976.5	11859	6
"1082"	20084	"San Agustín Etla"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1854	1854	1	1843	1843	1	2900	2900	1	2767	2767	1	3174	3174	1	3361	3361	1	3063	3063	1	3475	3475	1	1064.3	3193	3	837.5	3350	4	3394	3394	1	2865	2865	1
"1083"	20085	"San Agustín Loxicha"	NA	NA	0.8	NA	NA	1.3	NA	NA	1	NA	NA	1.1	NA	NA	1.3	2410.5	2629.6	1.1	3273.8	3601.2	1.1	3294.2	3294.2	1	3783.8	3783.8	1	2732.8	3871.5	1.4	3347.6	3905.5	1.2	3924.1	4578.2	1.2	3334.7	3847.8	1.2	2980.9	3898.1	1.3	4153.3	4472.8	1.1	3747.5	4550.6	1.2	3575.5	3830.9	1.1
"1084"	20086	"San Agustín Tlacotepec"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1742	1742	1	1928	1928	1	2120	2120	1	2023	2023	1	2315	2315	1	2321	2321	1	2536	2536	1	2189	2189	1	3189	3189	1	3189	3189	1	3209	3209	1	2810	2810	1
"1085"	20087	"San Agustín Yatareni"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1425.5	2851	2	4464	8928	2	5227	10454	2	9936	9936	1
"1086"	20088	"San Andrés Cabecera Nueva"	NA	NA	0	NA	NA	2	NA	NA	2	NA	NA	2	NA	NA	2	2192	4384	2	2670	2670	1	3103	3103	1	3410	3410	1	3275	3275	1	3583	3583	1	3958	3958	1	2376	2376	1	1823	1823	1	2073	2073	1	1217.5	2435	2	2099	4198	2
"1087"	20089	"San Andrés Dinicuiti"	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	1	NA	NA	1	2381	2381	1	3877	3877	1	4043	4043	1	5119	5119	1	4126	4126	1	3778	3778	1	4232	4232	1	3391	3391	1	4077	4077	1	5567	5567	1	5811	5811	1	4630	4630	1
"1088"	20090	"San Andrés Huaxpaltepec"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	3757.5	3757.5	1	2129.7	3194.5	1.5	5918	5918	1	3351.5	3351.5	1	2183.7	3275.5	1.5	2258.3	3387.5	1.5	2821.7	4232.5	1.5	4256.3	6384.5	1.5	2206.6	3677.7	1.7	4910.7	4910.7	1	4226.8	5635.7	1.3	4304	5738.7	1.3
"1089"	20091	"San Andrés Huayápam"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	1294	2	1198	2396	2	1703	3406	2	2368.5	4737	2	1977	5931	3	2400	7200	3	1519.3	6077	4	1954.8	7819	4	9819	9819	1	4448.5	8897	2	6444	12888	2	5186	10372	2
"1090"	20092	"San Andrés Ixtlahuaca"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2753	2753	1	3231	3231	1	2600	2600	1	2480	2480	1	2843	2843	1	2770	2770	1	3027	3027	1	2962	2962	1	3024	3024	1	3725	3725	1	3824	3824	1	3581	3581	1
"1091"	20093	"San Andrés Lagunas"	NA	NA	1	NA	NA	1	0	0	0	NA	NA	1	NA	NA	1	999	999	1	956	956	1	860	860	1	820	820	1	927	927	1	1082	1082	1	1485	1485	1	1331	1331	1	1669	1669	1	1684	1684	1	1996	1996	1	1699	1699	1
"1092"	20094	"San Andrés Nuxiño"	NA	NA	0.5	NA	NA	0.5	NA	NA	0.7	NA	NA	1	NA	NA	1	3066	3066	1	2871.5	2871.5	1	3359.5	3359.5	1	3436	3436	1	4129.5	4129.5	1	2766	2766	1	2324	2324	1	2431.5	2431.5	1	2536	2536	1	2883	2883	1	3265.5	3265.5	1	3124	2082.7	0.7
"1093"	20095	"San Andrés Paxtlán"	NA	NA	3	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	4008	4008	1	3897	3897	1	4690	4690	1	4474	4474	1	5145	5145	1	4996	4996	1	2625.5	5251	2	4083.5	8167	2	3723.5	7447	2	3618	7236	2	3847	7694	2	7298	7298	1
"1094"	20096	"San Andrés Sinaxtla"	NA	NA	0	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1474	1474	1	1805	1805	1	2400	2400	1	2290	2290	1	2623	2623	1	1934	1934	1	2515	2515	1	2310	2310	1	2993	2993	1	2711	2711	1	2581	2581	1	2893	2893	1
"1095"	20097	"San Andrés Solaga"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1733	1733	1	2627	2627	1	1910	1910	1	1822	1822	1	2083	2083	1	2366	2366	1	2144	2144	1	2091	2091	1	2295	2295	1	2621	2621	1	3468	3468	1	4294	4294	1
"1096"	20098	"San Andrés Teotilálpam"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2972.5	2972.5	1	2651.5	2651.5	1	3315	3315	1	3162.5	3162.5	1	3641	3641	1	3095	3095	1	3015.5	3015.5	1	3472	3472	1	3819	3819	1	3865	3865	1	3874.5	3874.5	1	3758.5	3758.5	1
"1097"	20099	"San Andrés Tepetlapa"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1766	1766	1	2125	2125	1	2500	2500	1	2385	2385	1	2733	2733	1	2357	2357	1	2455	2455	1	2536	2536	1	2704	2704	1	2681	2681	1	3008	3008	1	2687	2687	1
"1098"	20100	"San Andrés Yaá"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2127	2127	1	2291	2291	1	2900	2900	1	2767	2767	1	3174	3174	1	2757	2757	1	2529	2529	1	2357	2357	1	1808	1808	1	2529	2529	1	2350	2350	1	2264	2264	1
"1099"	20101	"San Andrés Zabache"	NA	NA	0	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1210.5	1210.5	1	3334.5	3334.5	1	6453	6453	1	2961	2961	1	3316	3316	1	2396	2396	1	2252	2252	1	1627	1627	1	1712	1712	1	2029	2029	1	2008	2008	1	416.8	2501	6
"1100"	20102	"San Andrés Zautla"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	3568	3568	1	3644	3644	1	3123	3123	1	3020	3020	1	1168.5	4674	4	1962.8	7851	4	1823	7292	4	1654.5	6618	4	2443.3	7330	3	10713	10713	1	11005	11005	1	6614	6614	1
"1101"	20103	"San Antonino Castillo Velasco"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2809	2809	1	3867	3867	1	3863	3863	1	3661	3661	1	5004	5004	1	5360	5360	1	4729	4729	1	5479	5479	1	2583	5166	2	3848.5	7697	2	6444.5	12889	2	1974.5	11847	6
"1102"	20104	"San Antonino el Alto"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2750.5	2750.5	1	2741.5	2741.5	1	3090	3090	1	2948	2948	1	3393	3393	1	3754.5	3754.5	1	3185	3185	1	3634	3634	1	3791.5	3791.5	1	3893.5	3893.5	1	3644	3644	1	3997.5	3997.5	1
"1103"	20105	"San Antonino Monte Verde"	NA	NA	3	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2971	3961.3	1.3	4812.7	4812.7	1	7609	5072.7	0.7	7618.5	5079	0.7	5459	5459	1	4654.7	4654.7	1	4792.7	4792.7	1	4997.7	4997.7	1	4347.3	3260.5	0.8	5131	3848.2	0.8	4631.5	4631.5	1	3771.5	3771.5	1
"1104"	20106	"San Antonio Acutla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA
"1105"	20107	"San Antonio de la Cal"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	418	2	6345	6345	1	2284.6	11423	5	2794.8	13974	5	3877.6	19388	5	3884.2	19421	5	8563.7	25691	3	12733.3	38200	3	12153.3	36460	3
"1106"	20108	"San Antonio Huitepec"	NA	NA	2	NA	NA	1	NA	NA	0.7	NA	NA	1	NA	NA	1	2000	2000	1	2191.3	2191.3	1	2413	2413	1	2746.7	2746.7	1	2548.8	2548.8	1	2253	2816.3	1.3	3315.5	3315.5	1	3177.8	3177.8	1	3172.8	3172.8	1	3251.5	3251.5	1	3426.8	3426.8	1	3309	3309	1
"1107"	20109	"San Antonio Nanahuatípam"	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	2	2574	2574	1	1828	1828	1	1459.5	2919	2	1925.5	3851	2	1618.3	4855	3	2376	4752	2	1640.3	4921	3	1509.3	4528	3	2251	4502	2	2134	4268	2	2161	4322	2	1579.7	4739	3
"1108"	20110	"San Antonio Sinicahua"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1154	1154	1	1683	1683	1	1350	1350	1	1288	1288	1	1467	1467	1	2178	2178	1	2548	2548	1	2472	2472	1	2916	2916	1	2781	2781	1	3038	3038	1	2361	2361	1
"1109"	20111	"San Antonio Tepetlapa"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2037	2037	1	3476	3476	1	3590	3590	1	3425	3425	1	3934	3934	1	4167	4167	1	4374	4374	1	5551	5551	1	5927	2963.5	0.5	2409	3613.5	1.5	3059.7	4589.5	1.5	2799.7	4199.5	1.5
"1110"	20112	"San Baltazar Chichicápam"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1580.5	3161	2	3444	3444	1	2103	4206	2	4158.5	8317	2	10655	10655	1	2695.7	8087	3	3976.5	7953	2	4556.5	9113	2	3813.5	7627	2	2937	8811	3	2743.3	8230	3	4564.5	9129	2
"1111"	20113	"San Baltazar Loxicha"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	6122	6122	1	3736	3736	1	4340	4340	1	4140	4140	1	4760	4760	1	5491	5491	1	3634	3634	1	4151	4151	1	3674	3674	1	4443	4443	1	6479	6479	1	2241.3	6724	3
"1112"	20114	"San Baltazar Yatzachi el Bajo"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	321	1	1150	1150	1	1570	1570	1	1038	1038	1	1424	1424	1	1559	1559	1	1629	1629	1	1300	1300	1
"1113"	20115	"San Bartolo Coyotepec"	NA	NA	6.5	NA	NA	3.7	NA	NA	3	NA	NA	4.3	NA	NA	5.7	1013.7	6082	6	880.6	5577.3	6.3	326.3	4404.5	13.5	433.5	5852.8	13.5	538.4	7941.3	14.8	889.3	13117	14.8	859.5	10657.8	12.4	1155.1	14323.6	12.4	542.8	12665.7	23.3	521.1	13376	25.7	458.7	14679	32	562.3	18555.5	33
"1114"	20116	"San Bartolomé Ayautla"	NA	NA	1	0	0	0	NA	NA	1	NA	NA	1	NA	NA	1	2165	2165	1	1308	1308	1	2740	2740	1	2614	2614	1	2998	2998	1	3069	3069	1	2440	2440	1	6016	6016	1	5992	5992	1	7338	7338	1	7664	7664	1	6753	6753	1
"1115"	20117	"San Bartolomé Loxicha"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2617	2617	1	4115	4115	1	7400	7400	1	7060	7060	1	8130	8130	1	6260	6260	1	6453	6453	1	6372	6372	1	6838	6838	1	8355	8355	1	7574	7574	1	6111	6111	1
"1116"	20118	"San Bartolomé Quialana"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	3137	3137	1	3048	3048	1	3890	3890	1	3711	3711	1	4264	4264	1	3996	3996	1	4058	4058	1	3783	3783	1	3897	3897	1	4187	4187	1	4553	4553	1	4904	4904	1
"1117"	20119	"San Bartolomé Yucuañe"	NA	NA	0	NA	NA	0	NA	NA	1	NA	NA	1	NA	NA	1	846	846	1	1315	1315	1	1280	1280	1	1221	1221	1	1390	1390	1	963	963	1	NA	1201	0	NA	1270	0	0	1507	0	NA	1492	0	NA	1560	0	1674	1674	1
"1118"	20120	"San Bartolomé Zoogocho"	NA	NA	3	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1536	1536	1	1636	1636	1	1590	1590	1	1517	1517	1	1731	1731	1	2215	2215	1	2328	2328	1	2019	2019	1	2125	2125	1	2505	2505	1	2477	2477	1	2130	2130	1
"1119"	20121	"San Bartolo Soyaltepec"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	0	0	0	NA	NA	NA
"1120"	20122	"San Bartolo Yautepec"	NA	NA	0	NA	NA	0	NA	NA	1	NA	NA	1	NA	NA	1	2461	2461	1	2804	2804	1	1679	3358	2	1702.5	3405	2	2826	2826	1	3877	3877	1	1800	3600	2	2023.5	4047	2	2091.5	4183	2	5143	5143	1	1889.5	3779	2	1532	3064	2
"1121"	20123	"San Bernardo Mixtepec"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	3601	3601	1	3471	3471	1	3540	3540	1	3377	3377	1	3879	3879	1	4275	4275	1	3626	3626	1	3655	3655	1	3582	3582	1	3923	3923	1	4534	4534	1	4291	4291	1
"1122"	20124	"San Blas Atempa"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2844.5	2844.5	1	3617	3617	1	2805	2805	1	2676	2676	1	3079	2052.7	0.7	2253.2	3755.3	1.7	2513.1	5026.3	2	2850.3	5700.5	2	2857.6	5715.3	2	2453.2	6746.2	2.8	3018.1	7545.3	2.5	4215.6	9485	2.3
"1123"	20125	"San Carlos Yautepec"	NA	NA	0.4	NA	NA	0.8	NA	NA	0.8	NA	NA	0.9	NA	NA	1	1601.3	2058.9	1.3	2162.1	2162.1	1	2320	2320	1	2550.9	2550.9	1	1895.2	2526.9	1.3	1843.3	2457.8	1.3	2747.4	3052.7	1.1	3081.4	3081.4	1	3235.9	3235.9	1	3351	2978.7	0.9	2764.1	3378.3	1.2	1783.1	2773.7	1.6
"1124"	20126	"San Cristóbal Amatlán"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	2269	2269	1	4862	4862	1	9250	9250	1	8825	8825	1	10167	10167	1	11864	11864	1	6591	13182	2	8600.5	17201	2	8095.5	16191	2	5978	11956	2	5942.5	11885	2	13049	13049	1
"1125"	20127	"San Cristóbal Amoltepec"	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	1	1901	1901	1	1797	1797	1	1380	1380	1	1317	1317	1	1500	1500	1	2075	2075	1	2359	2359	1	1975	1975	1	2102	2102	1	1981	1981	1	2288	2288	1	2647	2647	1
