Clave	Nombre	Pop over 5, 1995	Sabe leer y escribir	No sabe leer y escribir	No especificado en condición para leer y escribir	Población over 4, 1995	Asiste	No asiste	No especificado en asistencia escolar	Education level (over 4)	Sin escolaridad a/	Preescolar	Primaria b/	Con instrucción posprimaria	No especificado en nivel de escolaridad	With college degree (over 18)	with graduate studies (over 18)	Average education level (14 or more)	Población de 5 y más años por condición de habla indígena	Habla lengua indígena	No habla lengua indígena	No especificado	Pop over 5, 2000	Sabe leer y escribir 2	No sabe leer y escribir 2	No especificado en condición para leer y escribir 2	Pop over 4	Asiste2	No asiste 2	No especificado en asistencia escolar 2	Población over 4	Sin escolaridad a/ 2	Preescolar2	Primaria b/ 2	Con instrucción posprimaria 2	No especificado en nivel de escolaridad 2	With college degree (over 18) 2	with graduate studies (over 18) 2	Average education level (14 or more) 2	Población de 5 y más años por condición de habla indígena 2	Habla lengua indígena 2	No habla lengua indígena 2	No especificado 2	Pop over 5, 2005	Sabe leer y escribir 3	No sabe leer y escribir 3	No especificado en condición para leer y escribir 3	Pop over 4 2	Asiste3	No asiste 3	No especificado en asistencia escolar 3	Población over 4 2	Sin escolaridad a/ 3	Preescolar3	Primaria b/ 3	Con instrucción posprimaria 3	No especificado en nivel de escolaridad 3	With college degree (over 18) 3	with graduate studies (over 18) 3	Average education level (14 or more) 3	Población de 5 y más años por condición de habla indígena 3	Habla lengua indígena 3	No habla lengua indígena 3	No especificado 3	Pop over 5, 2010	Sabe leer y escribir 4	No sabe leer y escribir 4	No especificado en condición para leer y escribir 4	Pop over 4 3	Asiste4	No asiste 4	No especificado en asistencia escolar 4	Población over 4 3	Sin escolaridad a/ 4	Preescolar4	Primaria b/ 4	Con instrucción posprimaria 4	No especificado en nivel de escolaridad 4	With college degree (over 18) 4	with graduate studies (over 18) 4	Average education level (14 or more) 4	Población de 5 y más años por condición de habla indígena 4	Habla lengua indígena 4	No habla lengua indígena 4	No especificado 4
20074	Santa Catarina Quioquitani	292	252	40	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	302	262	40	0	345	286	56	3	361	89	263	9	361	35	21	287	13	5	0	0	4.1	361	330	30	1	358	309	49	0	370	124	242	4	370	35	13	276	45	1	0	0	4.5	370	369	0	1	421	382	39	0	441	184	256	1	441	18	37	285	101	0	0	0	5.6	441	401	40	0
20075	Reforma de Pineda	2293	1757	535	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2343	81	2260	2	2385	1941	442	2	2442	712	1706	24	2442	428	85	1195	717	17	41	1	5	2442	111	2322	9	2440	2009	431	0	2475	709	1760	6	2475	423	91	1081	864	16	83	2	5.6	2475	72	2403	0	2442	2036	398	8	2482	670	1810	2	2482	344	106	1080	951	1	100	2	6.2	2482	84	2397	1
20076	La Reforma	2702	2289	397	16	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2811	14	2761	36	2858	2363	490	5	2964	1105	1838	21	2964	291	237	1849	564	23	38	2	5.1	2964	37	2907	20	2632	2237	388	7	2738	1112	1588	38	2738	218	137	1589	662	132	23	4	5.8	2738	15	2697	26	2918	2521	388	9	2987	1168	1809	10	2987	188	192	1727	871	9	47	1	5.9	2987	38	2947	2
20077	Reyes Etla	2295	2195	98	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2357	8	2344	5	2178	2014	161	3	2224	685	1525	14	2224	135	113	1187	784	5	93	2	7	2224	19	2202	3	2885	2694	186	5	2943	888	2049	6	2943	110	104	1479	1238	12	234	6	7.8	2943	50	2887	6	3184	3027	142	15	3243	881	2330	32	3243	114	160	1450	1507	12	251	6	8.1	3243	53	3189	1
20078	Rojas de Cuauhtémoc	935	870	65	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	958	8	945	5	943	877	66	0	965	261	698	6	965	48	47	536	327	7	35	1	6.7	965	11	953	1	850	784	65	1	862	234	607	21	862	33	22	413	358	36	48	2	7.5	862	8	836	18	996	917	74	5	1015	266	744	5	1015	44	47	463	459	2	79	3	7.7	1015	11	1004	0
20079	Salina Cruz	65906	59456	6369	81	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	67685	4499	63035	151	66991	61473	5438	80	68640	23122	45127	391	68640	5116	2972	28322	31546	684	4590	177	7.8	68640	4714	63722	204	66923	61914	4916	93	68395	21798	46277	320	68395	4311	2502	24856	36127	599	6757	154	8.5	68395	3735	64447	213	73812	68608	4644	560	75253	22346	52323	584	75253	4140	3236	24988	42620	269	9326	401	9	75253	4153	70887	213
20080	San Agustín Amatengo	1639	1162	477	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1672	12	1655	5	1584	1146	438	0	1622	421	1195	6	1622	477	438	542	150	15	11	2	3.2	1622	6	1613	3	1331	902	428	1	1353	284	1068	1	1353	369	26	684	264	10	22	2	4.1	1353	9	1343	1	1215	850	360	5	1231	205	1017	9	1231	323	36	624	247	1	6	0	4.2	1231	5	1213	13
20081	San Agustín Atenango	2052	1489	557	6	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2121	1115	979	27	1999	1411	587	1	2049	608	1428	13	2049	473	97	1222	242	15	13	0	3.5	2049	1096	950	3	1590	1149	440	1	1629	389	1235	5	1629	398	30	856	330	15	11	0	3.9	1629	856	771	2	1724	1238	482	4	1754	377	1374	3	1754	364	65	956	364	5	23	1	4.5	1754	959	794	1
20082	San Agustín Chayuco	3616	2757	855	4	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	3777	1739	2024	14	3842	3016	765	61	4004	1510	2281	213	4004	521	266	2390	723	104	27	0	4.8	4004	1854	2130	20	3949	3288	642	19	4056	1633	2386	37	4056	515	185	2232	1052	72	34	0	5.3	4056	1991	2031	34	3509	2791	702	16	3600	1278	2314	8	3600	434	219	1773	1161	13	43	4	5.8	3600	1729	1865	6
20083	San Agustín de las Juntas	3295	2976	316	3	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	3398	182	3187	29	4253	3852	390	11	4370	1597	2742	31	4370	304	238	1997	1765	66	326	4	7.6	4370	370	3984	16	4709	4318	390	1	4848	1707	3135	6	4848	254	249	1921	2367	57	475	14	8.4	4848	459	4382	7	6849	6329	470	50	7022	2430	4575	17	7022	300	421	2737	3544	20	797	26	8.8	7022	782	6227	13
20084	San Agustín Etla	2567	2363	203	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2635	48	2583	4	2837	2685	150	2	2910	931	1960	19	2910	144	159	1237	1344	26	244	12	8.2	2910	66	2836	8	2840	2696	141	3	2899	859	1971	69	2899	46	98	1106	1524	125	300	17	8.9	2899	26	2860	13	3466	3320	120	26	3536	1032	2466	38	3536	69	170	1135	2147	15	503	44	9.6	3536	61	3466	9
20085	San Agustín Loxicha	15286	9848	5422	16	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	15958	15169	781	8	18312	11936	6345	31	19065	5614	13331	120	19065	5161	696	11443	1672	93	39	3	3.4	19065	17964	1029	72	14861	9929	4718	214	15398	5657	9613	128	15398	2836	705	8851	2543	463	63	0	4.3	15398	14125	1196	77	18842	13543	5235	64	19489	7385	12013	91	19489	3562	1136	10841	3874	76	102	2	4.7	19489	18059	1404	26
20086	San Agustín Tlacotepec	736	562	172	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	753	668	85	0	654	493	159	2	664	151	508	5	664	147	24	314	176	3	10	1	4.6	664	563	99	2	789	637	145	7	804	182	610	12	804	144	26	319	286	29	18	0	5.7	804	622	179	3	785	644	132	9	799	204	591	4	799	127	34	315	320	3	38	1	6.4	799	546	249	4
20087	San Agustín Yatareni	2539	2275	263	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2598	438	2118	42	2918	2609	308	1	2998	806	2176	16	2998	238	171	2056	524	9	68	4	5.8	2998	486	2508	4	2773	2496	275	2	2836	707	2124	5	2836	201	100	1773	750	12	87	2	6.6	2836	325	2508	3	3571	3220	340	11	3643	982	2657	4	3643	190	173	2269	1006	5	141	9	6.8	3643	528	3114	1
20088	San Andrés Cabecera Nueva	2703	2213	487	3	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2819	40	2771	8	2613	2082	525	6	2708	915	1766	27	2708	409	161	1718	399	21	15	4	4.4	2708	68	2634	6	2202	1774	424	4	2272	768	1491	13	2272	309	94	1351	494	24	13	1	4.9	2272	31	2235	6	2490	2043	436	11	2540	781	1748	11	2540	265	131	1443	682	19	43	1	5.6	2540	40	2489	11
20089	San Andrés Dinicuiti	1860	1516	342	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1914	32	1879	3	1865	1487	375	3	1908	557	1350	1	1908	260	111	1184	347	6	9	0	4.7	1908	53	1851	4	1885	1581	302	2	1924	517	1394	13	1924	258	87	1091	466	22	14	0	5.2	1924	6	1910	8	1886	1587	298	1	1930	509	1413	8	1930	178	94	1065	593	0	21	0	5.7	1930	49	1880	1
20090	San Andrés Huaxpaltepec	4385	3473	905	7	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	4557	1587	2961	9	4733	3747	982	4	4920	1996	2914	10	4920	759	313	2499	1330	19	126	2	5.4	4920	1620	3292	8	5085	4238	829	18	5206	1970	3198	38	5206	708	211	2362	1818	107	196	14	6.3	5206	1621	3570	15	5171	4223	877	71	5287	1735	3484	68	5287	615	288	2211	2150	23	237	11	6.9	5287	1585	3694	8
20091	San Andrés Huayápam	2774	2613	148	13	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2856	379	2451	26	3457	3271	179	7	3552	1311	2222	19	3552	144	171	1328	1888	21	603	47	9.6	3552	503	3037	12	3850	3639	208	3	3931	1357	2571	3	3931	117	175	1251	2360	28	830	87	10.4	3931	522	3408	1	4359	4151	185	23	4440	1373	2998	69	4440	125	196	1259	2827	33	1026	153	10.8	4440	525	3893	22
20092	San Andrés Ixtlahuaca	1279	1046	228	5	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1317	260	1051	6	1218	1025	191	2	1245	370	850	25	1245	147	52	691	344	11	37	1	5.6	1245	263	977	5	1218	1079	138	1	1244	340	893	11	1244	121	32	628	440	23	61	3	6.5	1244	227	1011	6	1289	1142	138	9	1307	296	1006	5	1307	118	35	596	550	8	78	3	7	1307	192	1113	2
20093	San Andrés Lagunas	523	445	78	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	539	1	536	2	488	414	72	2	500	109	382	9	500	60	23	376	35	6	3	0	4.6	500	1	498	1	481	415	63	3	488	115	363	10	488	60	15	338	67	8	3	1	5.1	488	1	480	7	424	381	43	0	432	117	312	3	432	29	22	287	94	0	5	0	5.9	432	0	431	1
20094	San Andrés Nuxiño	1788	1601	185	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1866	781	1075	10	1758	1504	251	3	1817	602	1209	6	1817	170	111	1261	270	5	0	0	4.8	1817	674	1140	3	1755	1515	230	10	1801	572	1192	37	1801	100	89	1108	483	21	3	0	5.7	1801	579	1210	12	1679	1512	163	4	1712	496	1214	2	1712	95	73	970	572	2	2	0	6.1	1712	571	1141	0
20095	San Andrés Paxtlán	2419	1557	862	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2474	2156	315	3	3113	2017	1089	7	3217	902	2273	42	3217	1097	105	1690	305	20	2	0	3	3217	2668	534	15	3422	2246	1174	2	3544	1206	2320	18	3544	951	221	1827	526	19	5	0	3.6	3544	2751	789	4	3480	2487	980	13	3578	1156	2415	7	3578	834	211	1777	747	9	5	0	4.3	3578	2547	1025	6
20096	San Andrés Sinaxtla	624	539	85	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	638	17	621	0	597	536	61	0	613	182	429	2	613	48	35	320	205	5	20	1	6.6	613	24	588	1	552	493	59	0	563	174	389	0	563	50	21	268	217	7	10	1	6.6	563	17	545	1	673	614	54	5	690	201	488	1	690	31	42	274	342	1	56	3	8.2	690	23	663	4
20097	San Andrés Solaga	1628	1336	292	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1673	1655	18	0	1458	1235	219	4	1495	348	1131	16	1495	178	86	1101	111	19	2	0	4.3	1495	1455	35	5	1490	1234	256	0	1528	410	1118	0	1528	441	90	809	180	8	4	0	4	1528	1487	41	0	1557	1353	201	3	1596	384	1202	10	1596	122	92	1135	243	4	14	0	5.2	1596	1504	88	4
20098	San Andrés Teotilálpam	3316	2249	1057	10	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	3440	1990	1425	25	3556	2569	981	6	3691	1122	2545	24	3691	668	145	2459	411	8	11	0	3.8	3691	2047	1632	12	3701	2794	905	2	3789	1208	2575	6	3789	641	93	2275	750	30	14	0	4.4	3789	1983	1801	5	3875	2857	1007	11	3962	1285	2657	20	3962	474	238	2232	1006	12	26	1	5.1	3962	1960	1998	4
20099	San Andrés Tepetlapa	300	213	87	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	309	1	307	1	448	296	152	0	471	126	341	4	471	153	1	272	36	9	4	0	3.3	471	2	468	1	416	290	126	0	434	147	287	0	434	112	19	247	52	4	0	0	3.4	434	5	426	3	420	289	128	3	426	126	297	3	426	98	20	220	76	12	2	0	4.2	426	2	423	1
20100	San Andrés Yaá	541	342	199	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	551	541	10	0	465	286	178	1	478	126	351	1	478	161	16	236	61	4	6	0	2.9	478	475	2	1	354	226	128	0	359	75	284	0	359	129	11	161	53	5	2	0	3.2	359	346	13	0	475	313	157	5	479	83	394	2	479	141	10	222	104	2	7	3	4.4	479	461	17	1
20101	San Andrés Zabache	866	620	246	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	898	108	780	10	781	498	281	2	805	246	468	91	805	124	44	451	45	141	1	0	3.6	805	115	684	6	694	451	240	3	701	221	477	3	701	166	44	404	82	5	2	0	3.3	701	114	584	3	663	473	190	0	672	196	470	6	672	152	21	375	124	0	11	0	4.2	672	89	581	2
20102	San Andrés Zautla	2508	2315	192	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2582	59	2514	9	2724	2527	193	4	2786	954	1808	24	2786	140	114	1406	1104	22	174	6	7.6	2786	82	2695	9	3359	3098	261	0	3438	1093	2340	5	3438	173	152	1518	1574	21	293	14	8.1	3438	150	3281	7	3892	3617	265	10	3982	1190	2770	22	3982	169	204	1669	1933	7	350	17	8.4	3982	252	3727	3
20103	San Antonino Castillo Velasco	4155	3360	775	20	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	4255	1165	3040	50	4307	3579	717	11	4404	979	3375	50	4404	660	180	2730	792	42	109	3	5	4404	876	3497	31	4274	3637	634	3	4373	1071	3288	14	4373	497	150	2538	1109	79	185	3	5.9	4373	874	3498	1	4999	4391	604	4	5103	1196	3896	11	5103	461	232	2898	1505	7	253	10	6.3	5103	873	4225	5
20104	San Antonino el Alto	1535	1144	385	6	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1594	640	927	27	1572	1182	385	5	1630	656	968	6	1630	180	169	1063	212	6	2	0	4.1	1630	508	1116	6	2083	1643	439	1	2150	848	1294	8	2150	213	83	1309	519	26	7	0	5.1	2150	658	1487	5	2205	1905	292	8	2254	833	1417	4	2254	168	166	1259	657	4	8	0	5.7	2254	1016	1238	0
20105	San Antonino Monte Verde	4451	3710	733	8	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	4639	4580	56	3	4987	3901	1079	7	5217	2017	3180	20	5217	667	442	3336	738	34	6	0	4.5	5217	5155	51	11	5549	4150	1395	4	5708	2118	3581	9	5708	557	368	3303	1424	56	4	0	5.3	5708	5665	39	4	5727	4770	934	23	5886	2041	3822	23	5886	566	377	3080	1852	11	3	0	5.7	5886	5750	123	13
20106	San Antonio Acutla	291	224	67	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	295	2	291	2	286	222	64	0	300	77	223	0	300	64	20	190	22	4	0	0	3.6	300	5	295	0	277	216	61	0	281	74	207	0	281	49	7	176	48	1	0	0	4.6	281	4	277	0	260	204	54	2	265	70	192	3	265	44	19	146	55	1	2	0	4.9	265	1	264	0
20107	San Antonio de la Cal	9461	8167	1264	30	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	9775	918	8802	55	13002	11548	1443	11	13366	4636	8646	84	13366	1091	781	6205	5136	153	791	16	7.2	13366	1425	11914	27	12893	11450	1432	11	13245	4532	8621	92	13245	849	612	5727	5846	211	945	32	7.7	13245	1128	12087	30	18716	17192	1421	103	19150	6155	12906	89	19150	1008	997	7383	9685	77	2001	106	8.5	19150	1922	17203	25
20108	San Antonio Huitepec	3575	3067	507	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	3710	2414	1294	2	3588	2848	737	3	3730	1391	2328	11	3730	554	254	2139	772	11	39	2	5	3730	2403	1325	2	3739	3225	511	3	3830	1403	2414	13	3830	371	183	2052	1175	49	65	1	6	3830	2160	1667	3	3691	3147	532	12	3790	1287	2487	16	3790	383	228	1926	1242	11	57	6	6.1	3790	1986	1803	1
20109	San Antonio Nanahuatípam	1065	910	155	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1098	132	966	0	1137	979	158	0	1176	363	805	8	1176	120	80	587	381	8	35	1	6.3	1176	135	1037	4	1095	990	105	0	1124	403	717	4	1124	74	53	525	457	15	48	0	7.3	1124	93	1029	2	1121	994	121	6	1143	405	734	4	1143	69	56	492	521	5	81	1	7.7	1143	102	1040	1
20110	San Antonio Sinicahua	1031	690	340	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1058	1050	7	1	1134	693	441	0	1184	403	780	1	1184	316	88	598	181	1	0	0	3.6	1184	1177	6	1	1093	771	318	4	1123	393	725	5	1123	262	34	550	266	11	1	0	4.3	1123	1116	7	0	1341	938	400	3	1390	456	932	2	1390	242	86	633	429	0	3	0	5.2	1390	1345	45	0
20111	San Antonio Tepetlapa	2851	1798	1051	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2990	2651	336	3	3200	2324	858	18	3302	1493	1775	34	3302	647	161	1717	702	75	27	4	4.2	3302	2946	337	19	3331	2264	1052	15	3430	1559	1860	11	3430	620	239	1560	834	177	11	0	5	3430	2934	465	31	3817	2878	916	23	3933	1494	2419	20	3933	596	311	1752	1230	44	46	7	5.7	3933	3363	558	12
20112	San Baltazar Chichicápam	2639	1828	810	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2699	2637	62	0	2636	1895	730	11	2683	761	1777	145	2683	558	95	1084	788	158	19	1	5	2683	2592	76	15	2489	1787	700	2	2530	694	1836	0	2530	653	64	932	864	17	52	0	5.3	2530	2496	28	6	2285	1620	656	9	2311	524	1782	5	2311	538	86	822	858	7	88	3	5.7	2311	2154	157	0
20113	San Baltazar Loxicha	2196	1721	468	7	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2286	788	1487	11	2414	1915	498	1	2474	873	1588	13	2474	198	173	1841	256	6	8	1	4.3	2474	670	1800	4	2367	2020	347	0	2425	875	1547	3	2425	243	135	1566	473	8	3	0	4.8	2425	596	1827	2	2483	2102	376	5	2547	787	1746	14	2547	151	165	1603	624	4	11	0	5.4	2547	539	2004	4
20114	San Baltazar Yatzachi el Bajo	697	527	170	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	713	687	26	0	709	514	194	1	722	150	549	23	722	155	27	443	72	25	9	0	3.4	722	678	39	5	630	502	128	0	645	152	491	2	645	299	19	224	102	1	11	0	3.3	645	571	74	0	633	496	132	5	641	119	514	8	641	113	17	364	143	4	10	0	4.8	641	554	82	5
20115	San Bartolo Coyotepec	3581	3140	440	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	3662	57	3595	10	4204	3829	373	2	4295	1513	2764	18	4295	318	193	1959	1795	30	283	5	7.3	4295	237	4047	11	6379	5976	402	1	6544	2255	4273	16	6544	282	312	2236	3687	27	911	26	9.3	6544	246	6292	6	7646	7157	417	72	7825	2490	5166	169	7825	315	408	2597	4477	28	1129	47	9.5	7825	336	7456	33
20116	San Bartolomé Ayautla	2386	1189	1196	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2454	2415	36	3	3176	1490	1676	10	3292	974	2299	19	3292	1311	241	1486	206	48	5	0	2.1	3292	3197	90	5	3181	1887	1290	4	3294	1233	2056	5	3294	1010	155	1613	457	59	4	0	3.1	3294	3270	11	13	3514	2065	1445	4	3605	1329	2267	9	3605	1031	267	1651	651	5	15	0	3.6	3605	3526	74	5
20117	San Bartolomé Loxicha	1843	1337	504	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1927	1723	199	5	2112	1520	588	4	2193	837	1344	12	2193	431	92	1320	345	5	9	0	4.1	2193	1844	343	6	2295	1803	491	1	2349	836	1510	3	2349	361	88	1246	626	28	9	0	5.2	2349	1853	495	1	2112	1674	431	7	2182	811	1365	6	2182	297	169	1061	645	10	24	0	5.5	2182	1621	557	4
20118	San Bartolomé Quialana	2155	1669	484	2	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2231	2189	40	2	2316	1686	620	10	2391	742	1632	17	2391	332	124	1798	108	29	3	0	3.5	2391	2300	83	8	2130	1561	568	1	2172	580	1590	2	2172	319	77	1575	188	13	4	0	3.9	2172	2103	67	2	2214	1635	576	3	2261	620	1637	4	2261	205	103	1652	299	2	10	0	4.4	2261	2188	71	2
20119	San Bartolomé Yucuañe	473	364	108	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	485	439	46	0	448	334	113	1	463	153	304	6	463	88	33	218	119	5	10	1	4.8	463	418	44	1	349	252	97	0	353	105	248	0	353	72	3	174	103	1	1	0	4.6	353	329	24	0	365	277	86	2	372	87	282	3	372	68	12	153	139	0	5	0	5.4	372	313	59	0
20120	San Bartolomé Zoogocho	686	558	128	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	694	678	8	8	592	515	71	6	600	299	268	33	600	48	29	438	67	18	4	0	5	600	575	18	7	356	275	81	0	361	61	298	2	361	111	9	173	68	0	7	0	4.7	361	340	21	0	346	295	50	1	351	60	285	6	351	39	9	221	81	1	6	0	5.7	351	320	30	1
20121	San Bartolo Soyaltepec	807	668	139	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	819	242	576	1	730	574	156	0	742	195	545	2	742	120	39	420	161	2	4	1	4.5	742	171	571	0	615	463	152	0	628	169	458	1	628	111	22	328	163	4	12	1	4.9	628	142	486	0	598	493	103	2	609	148	460	1	609	95	23	307	182	2	14	0	5.4	609	109	498	2
20122	San Bartolo Yautepec	688	630	58	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	705	276	427	2	670	606	63	1	687	191	470	26	687	33	35	465	152	2	2	0	5.6	687	252	435	0	606	578	28	0	621	199	415	7	621	18	18	376	197	12	4	0	6.5	621	195	421	5	614	572	40	2	623	174	448	1	623	17	24	372	208	2	5	0	6.5	623	227	395	1
20123	San Bernardo Mixtepec	2525	2143	360	22	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	2622	44	2546	32	2275	1747	524	4	2357	913	1437	7	2357	402	185	1414	344	12	13	1	4	2357	89	2261	7	2114	1559	553	2	2168	756	1398	14	2168	379	112	1165	492	20	16	1	4.7	2168	74	2083	11	2365	1985	332	48	2420	756	1653	11	2420	317	113	1254	731	5	31	2	5.5	2420	87	2329	4
20124	San Blas Atempa	12579	7548	5021	10	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	12859	11831	1015	13	13589	8298	5263	28	13949	3434	10379	136	13949	4766	704	6080	2219	180	183	3	3.6	13949	12939	968	42	14706	9385	5309	12	15080	4103	10956	21	15080	4082	555	6771	3452	220	376	3	4.5	15080	13481	1590	9	15070	10211	4804	55	15410	4105	11269	36	15410	3610	833	6970	3975	22	492	10	4.9	15410	13509	1872	29
20125	San Carlos Yautepec	9029	7060	1969	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	9396	4361	5035	0	9072	7294	1732	46	9392	3387	5847	158	9392	1089	486	6232	1386	199	38	7	4.5	9392	4201	5123	68	8381	6607	1758	16	8649	2886	5690	73	8649	1090	411	5195	1711	242	41	4	4.9	8649	3781	4821	47	10183	8188	1952	43	10477	3247	7204	26	10477	954	699	6132	2663	29	66	1	5.5	10477	5063	5386	28
20126	San Cristóbal Amatlán	3149	1965	1183	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	3254	2862	391	1	3507	2179	1320	8	3608	1087	2495	26	3608	1157	166	1926	331	28	8	1	2.9	3608	3213	384	11	3318	2296	1014	8	3431	1182	2218	31	3431	887	177	1694	628	45	8	0	3.8	3431	2943	472	16	4299	2843	1437	19	4442	1663	2766	13	4442	970	372	2108	980	12	10	1	4.3	4442	3973	465	4
20127	San Cristóbal Amoltepec	879	674	205	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	921	824	96	1	1002	742	255	5	1029	375	652	2	1029	195	78	603	149	4	3	0	4	1029	880	148	1	1019	838	180	1	1043	357	685	1	1043	169	40	561	271	2	2	0	4.9	1043	845	195	3	1091	828	263	0	1117	343	773	1	1117	167	72	539	339	0	10	0	5.4	1117	957	160	0
20128	San Cristóbal Lachirioag	1121	867	254	0	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	1145	1115	28	2	1131	839	292	0	1159	282	870	7	1159	262	33	748	116	0	7	0	3.5	1159	1128	30	1	1040	769	271	0	1052	287	763	2	1052	172	29	623	225	3	13	0	4.6	1052	1002	50	0	1128	919	207	2	1143	258	872	13	1143	174	37	620	310	2	31	2	5.2	1143	1072	71	0
20129	San Cristóbal Suchixtlahuaca	293	271	21	1	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	299	11	287	1	306	289	17	0	311	84	225	2	311	12	18	206	74	1	4	0	6.1	311	8	301	2	223	203	20	0	225	58	167	0	225	14	4	159	48	0	2	0	5.8	225	8	215	2	291	276	15	0	296	69	227	0	296	9	16	172	99	0	5	1	6.9	296	7	289	0
